"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,4.726251,1.767993,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,4.671670,4.126232,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,5.132750,16.961850,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,5.071760,13.827774,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,4.575486,0.618483,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,4.680404,1.456475,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,4.648318,0.696887,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,4.753513,0.149826,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,2766.207002,2555.820997,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,7178.070588,625.062165,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,10981.694956,4848.946369,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,14307.546083,17058.024690,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,16024.414835,32669.848242,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,21553.037001,42643.513176,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,20241.282308,33494.222523,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,23631.984253,32808.704148,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,26622.492609,65988.438126,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContains","avgt",1,3,27021.007091,60709.326386,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,120849.100992,36065.670246,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,284159.263535,348197.269894,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,408600.398621,442462.798662,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,1277350.040886,7216599.610157,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,663296.438515,520300.596924,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,840163.177938,552504.923683,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,1091822.423957,1300033.321836,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,1334091.962847,2012577.819592,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,1454634.632827,582601.612546,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testContainsAll","avgt",1,3,1381583.882790,3529633.663401,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.674778,1.757882,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.592157,1.046916,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.557661,0.132910,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.621083,0.166714,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.591119,1.934661,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.520205,0.460303,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.512122,0.138816,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.533981,0.706801,"ns/op",80000
